Willingness to take vaccine,Gender,Age,Education,Race,Financial Status,State,Census Region
yes,Female,>70,Highschool,White,Upper middle class,Ohio,East North Central
yes,Female,61-70,Masters,White,Middle class,ARIZONA,Mountain
yes,Female,45-60,Graduate,Asian,Middle class,Ca,Pacific
no,Male,61-70,Undergraduate,White,Upper middle class,California,Pacific
yes,Female,45-60,Highschool,White,Middle class,Washington,Pacific
yes,Male,61-70,Graduate,White,Middle class,NY,Mid-Atlantic
yes,Female,61-70,Undergraduate,White,Middle class,North Carolina,South Atlantic
yes,Female,61-70,Highschool,White,Middle class,Minnesota,West North Central
yes,Female,>70,Undergraduate,Other,Upper middle class,CALIFORNIA,Pacific
yes,Male,61-70,Graduate,White,Upper middle class,California,Pacific
yes,Male,61-70,Highschool,White,Upper middle class,Virginia,South Atlantic
yes,Female,45-60,Middle school or less,Asian,Middle class,California,Pacific
yes,Female,45-60,Middle school or less,Hispanic,Lower middle class/poor,Ohio,East North Central
no,Female,61-70,Undergraduate,White,Lower middle class/poor,Oregon,Pacific
yes,Female,>70,Graduate,White,Lower middle class/poor,New York,Mid-Atlantic
yes,Female,25-44,Middle school or less,White,Upper middle class,California,Pacific
yes,Female,>70,Highschool,White,Middle class,ILLINOIS,East North Central
yes,Female,25-44,Highschool,White,Lower middle class/poor,New York,Mid-Atlantic
yes,Female,18-24,Highschool,White,Upper middle class,VA,South Atlantic
yes,Female,61-70,Highschool,White,Lower middle class/poor,Wisconsin,East North Central
yes,Female,61-70,Graduate,White,Upper middle class,Washington,Pacific
yes,Female,25-44,Highschool,White,Lower middle class/poor,Georgia,South Atlantic
yes,Male,45-60,Graduate,Hispanic,Middle class,GA,South Atlantic
yes,Male,25-44,Highschool,Asian,Middle class,Virginia,South Atlantic
no,Female,45-60,Graduate,White,Middle class,Maryland,South Atlantic
yes,Female,45-60,Undergraduate,Black,Middle class,Washington,Pacific
yes,Male,>70,Graduate,White,Upper middle class,Virginia,South Atlantic
yes,Male,25-44,Masters,White,Upper middle class,Minnesota,West North Central
yes,Male,61-70,Graduate,White,Upper middle class,NY,Mid-Atlantic
yes,Female,61-70,Middle school or less,Black,Middle class,WA,Pacific
yes,Female,45-60,Undergraduate,White,Upper middle class,NY,Mid-Atlantic
yes,Male,61-70,Undergraduate,White,Middle class,South Carolina,South Atlantic
yes,Female,25-44,Highschool,White,Middle class,Washington,Pacific
yes,Female,45-60,Graduate,White,Middle class,Tn,East South Central
no,Female,25-44,Undergraduate,Other,Middle class,New Jersey,Mid-Atlantic
yes,Male,61-70,Masters,White,Middle class,WA,Pacific
yes,Female,45-60,Masters,Black,Middle class,GEORGIA,South Atlantic
yes,Female,25-44,Highschool,White,Lower middle class/poor,Ohio,East North Central
no,Female,45-60,Undergraduate,White,Middle class,NY,Mid-Atlantic
no,Female,25-44,Undergraduate,White,Lower middle class/poor,mi,East North Central
yes,Female,45-60,Graduate,White,Upper middle class,Nevada,Mountain
yes,Female,25-44,Graduate,White,Middle class,UTAH,Mountain
yes,Female,45-60,Masters,White,Middle class,Ohio,East North Central
yes,Male,61-70,Masters,White,Middle class,Washington,Pacific
no,Female,25-44,Undergraduate,White,Middle class,MA,New England
no,Female,45-60,Undergraduate,White,Middle class,Maine,New England
yes,Male,>70,Masters,White,Upper middle class,OR,Pacific
yes,Male,61-70,Highschool,White,Middle class,washington,Pacific
yes,Female,45-60,Highschool,White,Middle class,Nh,New England
yes,Male,>70,Undergraduate,White,Middle class,FL,South Atlantic
yes,Male,61-70,Middle school or less,White,Middle class,Vermont,New England
yes,Female,61-70,Highschool,White,Upper middle class,WA,Pacific
yes,Female,45-60,Graduate,White,Wealthy,Kentucky,East South Central
no,Female,45-60,Highschool,White,Lower middle class/poor,Ohio,East North Central
no,Female,45-60,Graduate,White,Middle class,Virginia,South Atlantic
yes,Male,45-60,Highschool,White,Middle class,NC,South Atlantic
yes,Male,61-70,Highschool,White,Middle class,Missouri,West North Central
yes,Female,61-70,Undergraduate,White,Middle class,WI,East North Central
yes,Female,61-70,Highschool,White,Middle class,Missouri,West North Central
yes,Female,25-44,Highschool,White,Lower middle class/poor,MT,Mountain
yes,Female,25-44,Graduate,Black,Middle class,TN,East South Central
yes,Female,25-44,Highschool,White,Middle class,Idaho,Mountain
yes,Male,61-70,Graduate,White,Lower middle class/poor,north dakota,West North Central
yes,Female,>70,Graduate,White,Upper middle class,California,Pacific
yes,Male,25-44,Middle school or less,White,Middle class,Michigan,East North Central
yes,Male,45-60,Highschool,White,Upper middle class,Oklahoma,West South Central
yes,Female,61-70,Graduate,White,Middle class,Ohio,East North Central
no,Female,61-70,Graduate,White,Upper middle class,CA,Pacific
yes,Female,>70,Masters,White,Upper middle class,Missouri,West North Central
yes,Female,61-70,Highschool,White,Upper middle class,Maine,New England
no,Female,25-44,Highschool,White,Upper middle class,Nebraska,West North Central
yes,Male,25-44,Highschool,White,Wealthy,Washington,Pacific
yes,Female,45-60,Undergraduate,White,Upper middle class,Louisiana,West South Central
yes,Male,61-70,Undergraduate,White,Upper middle class,Washington,Pacific
yes,Female,45-60,Undergraduate,White,Middle class,California,Pacific
yes,Male,61-70,Graduate,White,Middle class,florida,South Atlantic
yes,Female,25-44,Masters,White,Upper middle class,Virginia,South Atlantic
yes,Male,61-70,Graduate,White,Middle class,Virginia,South Atlantic
no,Female,25-44,Highschool,Black,Middle class,GA,South Atlantic
yes,Female,45-60,Masters,White,Lower middle class/poor,CA,Pacific
yes,Female,25-44,Masters,White,Middle class,Nevada,Mountain
yes,Female,45-60,Masters,White,Upper middle class,new mexico,Mountain
yes,Male,>70,Undergraduate,White,Middle class,Georgia,South Atlantic
yes,Male,>70,Highschool,White,Upper middle class,Colorado,Mountain
yes,Female,>70,Masters,White,Upper middle class,Minnesota,West North Central
yes,Female,25-44,Graduate,White,Upper middle class,CO,Mountain
yes,Male,>70,Highschool,White,Middle class,Ohio,East North Central
yes,Female,45-60,Undergraduate,White,Middle class,California,Pacific
yes,Female,61-70,Masters,White,Middle class,Ohio,East North Central
yes,Male,45-60,Highschool,White,Lower middle class/poor,Illinois,East North Central
yes,Female,61-70,Highschool,White,Middle class,TN,East South Central
yes,Female,45-60,Undergraduate,White,Lower middle class/poor,delaware,South Atlantic
yes,Female,61-70,Undergraduate,White,Middle class,Minnesota,West North Central
yes,Female,18-24,Graduate,White,Middle class,Ohio,East North Central
yes,Female,25-44,Masters,White,Upper middle class,Ne,West North Central
yes,Male,>70,Graduate,White,Middle class,Flordia,South Atlantic
yes,Female,45-60,Graduate,Other,Middle class,Maryland,South Atlantic
yes,Female,25-44,Graduate,Black,Middle class,NC,South Atlantic
yes,Male,61-70,Graduate,White,Upper middle class,Massachusetts,New England
yes,Female,25-44,Highschool,White,Lower middle class/poor,Nevada,Mountain
yes,Female,45-60,Graduate,White,Upper middle class,PA,Mid-Atlantic
yes,Female,25-44,Graduate,White,Upper middle class,Wisconsin,East North Central
yes,Male,45-60,Graduate,White,Upper middle class,Indiana,East North Central
yes,Female,45-60,Masters,White,Middle class,Missouri,West North Central
no,Female,45-60,Highschool,White,Lower middle class/poor,Georgia,South Atlantic
yes,Male,>70,Graduate,White,Upper middle class,MO,West North Central
yes,Female,61-70,Graduate,White,Upper middle class,Oregon,Pacific
no,Female,45-60,Undergraduate,White,Middle class,california,Pacific
no,Female,25-44,Highschool,White,Lower middle class/poor,Ohio,East North Central
yes,Female,25-44,Graduate,White,Middle class,Ny,Mid-Atlantic
yes,Female,25-44,Highschool,White,Lower middle class/poor,Oregon,Pacific
yes,Female,>70,Undergraduate,White,Middle class,Ohio,East North Central
yes,Female,>70,Graduate,Asian,Upper middle class,Minnesota,West North Central
yes,Female,25-44,Masters,White,Middle class,Arizona,Mountain
yes,Female,45-60,Undergraduate,White,Middle class,New Mexico,Mountain
yes,Male,61-70,Masters,Hispanic,Middle class,Colorado,Mountain
yes,Female,61-70,Undergraduate,Other,Middle class,Colorado,Mountain
yes,Female,61-70,Undergraduate,White,Middle class,ohio,East North Central
yes,Female,61-70,Highschool,White,Middle class,Washington,Pacific
yes,Female,25-44,Undergraduate,White,Middle class,Minnesota,West North Central
yes,Male,61-70,Masters,White,Upper middle class,Iowa,West North Central
yes,Male,61-70,Undergraduate,Other,Middle class,Oregon,Pacific
yes,Female,25-44,Graduate,White,Lower middle class/poor,Maine,New England
yes,Female,61-70,Undergraduate,White,Upper middle class,Colorado,Mountain
yes,Female,45-60,Graduate,Black,Middle class,OH,East North Central
yes,Female,25-44,Graduate,White,Upper middle class,Georgia,South Atlantic
yes,Female,45-60,Highschool,Black,Middle class,Illinois,East North Central
yes,Female,18-24,Highschool,White,Middle class,IL,East North Central
yes,Female,45-60,Undergraduate,White,Upper middle class,Ohio,East North Central
yes,Female,61-70,Undergraduate,White,Upper middle class,Kentucky,East South Central
yes,Female,25-44,Highschool,White,Middle class,Pa,Mid-Atlantic
yes,Female,61-70,Undergraduate,White,Lower middle class/poor,Utah,Mountain
no,Female,61-70,Middle school or less,White,Upper middle class,Washington,Pacific
yes,Female,45-60,Graduate,White,Middle class,SC,South Atlantic
yes,Female,25-44,Highschool,White,Lower middle class/poor,Maryland,South Atlantic
no,Female,45-60,Middle school or less,White,Lower middle class/poor,TN,East South Central
yes,Female,45-60,Graduate,White,Middle class,Idaho,Mountain
yes,Female,61-70,Middle school or less,White,Lower middle class/poor,Iowa,West North Central
yes,Female,25-44,Highschool,White,Middle class,Maine,New England
no,Female,45-60,Masters,White,Middle class,New York,Mid-Atlantic
yes,Male,61-70,Middle school or less,White,Wealthy,Massachusetts,New England
no,Male,25-44,Graduate,White,Middle class,Arizona,Mountain
yes,Male,45-60,Highschool,White,Middle class,CT,New England
yes,Female,25-44,Masters,Hispanic,Upper middle class,California,Pacific
yes,Female,25-44,Undergraduate,White,Middle class,Virginia,South Atlantic
yes,Female,25-44,Middle school or less,Other,Middle class,Washington,Pacific
no,Male,61-70,Undergraduate,Hispanic,Middle class,Texas,West South Central
yes,Female,45-60,Highschool,White,Middle class,DE,South Atlantic
yes,Male,61-70,Masters,White,Upper middle class,virginia,South Atlantic
no,Female,45-60,Graduate,Black,Middle class,Ohio,East North Central
no,Female,45-60,Graduate,White,Middle class,Alabama,East South Central
no,Female,45-60,Middle school or less,White,Lower middle class/poor,Arkansas,West South Central
yes,Male,25-44,Graduate,White,Middle class,New York,Mid-Atlantic
yes,Male,>70,Highschool,White,Middle class,Florida,South Atlantic
yes,Female,61-70,Graduate,White,Middle class,Kentucky,East South Central
yes,Male,61-70,Middle school or less,White,Middle class,pa,Mid-Atlantic
yes,Male,25-44,Graduate,White,Lower middle class/poor,New Jersey,Mid-Atlantic
no,Female,61-70,Undergraduate,White,Middle class,46750,East North Central
yes,Female,18-24,Middle school or less,Other,Upper middle class,AK,West South Central
yes,Female,25-44,Masters,White,Middle class,Ohio,East North Central
yes,Male,>70,Middle school or less,White,Upper middle class,VA,South Atlantic
yes,Female,25-44,Graduate,White,Middle class,Ny,Mid-Atlantic
yes,Female,25-44,Graduate,White,Middle class,Ohio,East North Central
yes,Female,45-60,Highschool,White,Lower middle class/poor,Pennsylvania,Mid-Atlantic
yes,Female,45-60,Highschool,Hispanic,Lower middle class/poor,New York,Mid-Atlantic
yes,Female,61-70,Graduate,White,Upper middle class,Ohio,East North Central
yes,Male,>70,Highschool,White,Upper middle class,Pennsylvania,Mid-Atlantic
yes,Male,61-70,Graduate,White,Middle class,idaho,Mountain
no,Male,45-60,Highschool,White,Middle class,alabama,East South Central
yes,Male,>70,Masters,White,Wealthy,Maryland,South Atlantic
yes,Male,25-44,Graduate,Other,Upper middle class,AL,East South Central
yes,Female,45-60,Graduate,White,Middle class,Iowa,West North Central
yes,Female,>70,Graduate,White,Middle class,KY,East South Central
no,Female,>70,Middle school or less,White,Middle class,Minnesota,West North Central
yes,Female,45-60,Highschool,White,Middle class,California,Pacific
yes,Female,45-60,Highschool,Other,Middle class,NEW YORK,Mid-Atlantic
yes,Female,25-44,Highschool,White,Middle class,Louisiana,New England
yes,Female,25-44,Highschool,White,Lower middle class/poor,Washington,Pacific
no,Female,61-70,Undergraduate,White,Middle class,Indiana,East North Central
yes,Female,25-44,Graduate,White,Upper middle class,Minnesota,West North Central
yes,Female,61-70,Highschool,White,Middle class,Wyoming,Mountain
no,Female,45-60,Undergraduate,White,Lower middle class/poor,Oregon,Pacific
yes,Male,>70,Undergraduate,White,Middle class,Ohio,East North Central
yes,Female,61-70,Graduate,White,Upper middle class,Tennessee,East South Central
yes,Female,45-60,Highschool,White,Lower middle class/poor,Michigan,East North Central
yes,Female,61-70,Graduate,White,Middle class,New York,Mid-Atlantic
yes,Female,>70,Undergraduate,White,Middle class,Maryland,South Atlantic
yes,Female,25-44,Highschool,White,Middle class,AZ,Mountain
yes,Male,25-44,Highschool,Other,Lower middle class/poor,Ohio,East North Central
yes,Female,25-44,Masters,White,Upper middle class,New York,Mid-Atlantic
yes,Female,45-60,Highschool,White,Middle class,NC,South Atlantic
yes,Male,25-44,Graduate,White,Upper middle class,Minnesota,West North Central
yes,Male,45-60,Middle school or less,Black,Lower middle class/poor,Alabama,East South Central
no,Female,25-44,Highschool,White,Middle class,Iowa,West North Central
yes,Male,45-60,Masters,White,Middle class,New York,Mid-Atlantic
yes,Female,25-44,Masters,White,Middle class,New York,Mid-Atlantic
yes,Female,45-60,Undergraduate,White,Upper middle class,Texas,West South Central
yes,Female,45-60,Graduate,White,Wealthy,Georgia,South Atlantic
no,Female,45-60,Highschool,White,Lower middle class/poor,Oregon,Pacific
yes,Female,45-60,Masters,Hispanic,Middle class,Florida,South Atlantic
yes,Female,>70,Undergraduate,White,Middle class,OR,Pacific
yes,Female,45-60,Middle school or less,White,Middle class,Tennessee,East South Central
yes,Female,25-44,Highschool,White,Lower middle class/poor,Missouri,West North Central
yes,Male,>70,Masters,White,Middle class,Nevada,Mountain
yes,Female,25-44,Middle school or less,White,Lower middle class/poor,Ohio,East North Central
yes,Female,>70,Undergraduate,White,Middle class,oregon,Pacific
yes,Female,61-70,Graduate,White,Upper middle class,Indiana,East North Central
yes,Female,25-44,Graduate,White,Middle class,Minnesota,West North Central
no,Male,45-60,Graduate,Black,Middle class,Tennessee,East South Central
yes,Female,45-60,Middle school or less,White,Middle class,New York,Mid-Atlantic
yes,Female,25-44,Undergraduate,White,Middle class,MD,South Atlantic
yes,Female,25-44,Graduate,White,Middle class,Ohio,East North Central
no,Male,45-60,Undergraduate,Hispanic,Middle class,Alabama,East South Central
yes,Male,25-44,Graduate,White,Upper middle class,Maryland,South Atlantic
no,Female,>70,Undergraduate,White,Upper middle class,Maryland,South Atlantic
no,Female,45-60,Highschool,Hispanic,Middle class,Texas,West South Central
yes,Male,>70,Highschool,White,Middle class,Alabama,East South Central
yes,Female,45-60,Graduate,White,Middle class,MI,East North Central
yes,Female,61-70,Graduate,White,Middle class,missouri,West North Central
yes,Female,45-60,Graduate,White,Middle class,PA,Mid-Atlantic
yes,Female,61-70,Highschool,White,Middle class,Oregon,Pacific
yes,Male,>70,Masters,White,Middle class,Colorado,Mountain
no,Female,61-70,Graduate,White,Upper middle class,Arizona,Mountain
yes,Female,61-70,Highschool,White,Middle class,Tennessee,East South Central
no,Male,25-44,Undergraduate,White,Wealthy,Oklahoma,West South Central
yes,Female,25-44,Highschool,White,Middle class,Minnesota,West North Central
yes,Female,25-44,Masters,White,Middle class,Ohio,East North Central
yes,Female,45-60,Undergraduate,White,Upper middle class,Missouri,West North Central
no,Female,25-44,Highschool,Other,Middle class,Missouri,West North Central
no,Female,45-60,Highschool,White,Middle class,Florida,South Atlantic
no,Female,25-44,Middle school or less,Hispanic,Lower middle class/poor,NY,Mid-Atlantic
yes,Female,61-70,Highschool,White,Middle class,new york,Mid-Atlantic
no,Female,45-60,Undergraduate,Other,Lower middle class/poor,Tennessee,East South Central
no,Female,25-44,Undergraduate,White,Middle class,Tennessee,East South Central
yes,Female,45-60,Undergraduate,White,Middle class,Georgia,South Atlantic
yes,Female,45-60,Undergraduate,White,Middle class,Massachusetts,New England
yes,Male,45-60,Highschool,White,Lower middle class/poor,Wisconsin,East North Central
yes,Male,>70,Graduate,White,Middle class,Missouri,West North Central
yes,Female,25-44,Highschool,White,Middle class,Neb,West North Central
yes,Female,>70,Middle school or less,Other,Middle class,NEW JERSEY,Mid-Atlantic
yes,Female,25-44,Undergraduate,White,Lower middle class/poor,Kentucky,East South Central
yes,Female,>70,Middle school or less,White,Middle class,Georgia,South Atlantic
no,Female,45-60,Middle school or less,White,Middle class,Oregon,Pacific
no,Male,45-60,Middle school or less,Hispanic,Lower middle class/poor,California,Pacific
yes,Female,25-44,Undergraduate,White,Lower middle class/poor,TN,East South Central
yes,Female,>70,Masters,White,Middle class,Ohio,East North Central
yes,Male,>70,Masters,White,Upper middle class,oregon,Pacific
no,Female,25-44,Middle school or less,White,Lower middle class/poor,Arizona,Mountain
yes,Male,45-60,Highschool,White,Lower middle class/poor,Colorado,Mountain
yes,Female,45-60,Highschool,Hispanic,Middle class,VA,South Atlantic
yes,Female,45-60,Graduate,White,Middle class,Connecticut,New England
yes,Female,45-60,Highschool,Black,Middle class,North Carolina,South Atlantic
yes,Female,45-60,Undergraduate,White,Lower middle class/poor,Pennsylvania,Mid-Atlantic
yes,Male,45-60,Middle school or less,White,Middle class,OHIO,East North Central
no,Female,18-24,Highschool,Other,Lower middle class/poor,Florida,South Atlantic
yes,Female,25-44,Graduate,White,Middle class,Ohio,East North Central
yes,Female,61-70,Undergraduate,White,Middle class,Ohio,East North Central
yes,Female,61-70,Graduate,White,Middle class,Georgia,South Atlantic
no,Female,25-44,Middle school or less,White,Middle class,WV,South Atlantic
no,Female,61-70,Undergraduate,White,Middle class,Arizona,Mountain
no,Female,>70,Middle school or less,White,Middle class,washington,Pacific
no,Female,25-44,Graduate,Black,Middle class,GA,South Atlantic
yes,Female,25-44,Masters,White,Upper middle class,CT,New England
yes,Female,45-60,Graduate,White,Upper middle class,CA,Pacific
yes,Female,61-70,Undergraduate,White,Middle class,Illinois,East North Central
yes,Male,>70,Undergraduate,White,Upper middle class,florida,South Atlantic
yes,Female,45-60,Highschool,White,Middle class,Ohio,East North Central
yes,Male,>70,Graduate,White,Upper middle class,Missouri,West North Central
yes,Male,>70,Undergraduate,White,Middle class,Minnesota,West North Central
yes,Male,61-70,Graduate,White,Middle class,ny,Mid-Atlantic
yes,Male,61-70,Undergraduate,White,Middle class,Iowa,West North Central
no,Female,18-24,Highschool,Hispanic,Middle class,Ohio,East North Central
yes,Female,61-70,Masters,White,Wealthy,MN,West North Central
yes,Male,>70,Masters,White,Upper middle class,Virginia,South Atlantic
yes,Female,45-60,Undergraduate,White,Upper middle class,Washington,Pacific
yes,Female,25-44,Undergraduate,Asian,Middle class,Tennessee,East South Central
yes,Male,61-70,Masters,White,Upper middle class,Virginia,South Atlantic
yes,Male,>70,Undergraduate,White,Middle class,tn.,East South Central
yes,Female,45-60,Graduate,White,Middle class,Massachusetts,New England
yes,Female,>70,Graduate,White,Upper middle class,Virginia,South Atlantic
no,Female,61-70,Highschool,White,Middle class,Indiana,East North Central
yes,Female,61-70,Middle school or less,White,Middle class,Alabama,East South Central
yes,Male,61-70,Undergraduate,White,Lower middle class/poor,Virginia,South Atlantic
no,Female,25-44,Middle school or less,White,Lower middle class/poor,California,Pacific
yes,Female,25-44,Graduate,White,Middle class,WA,Pacific
yes,Female,18-24,Middle school or less,White,Upper middle class,North Carolina,South Atlantic
yes,Female,61-70,Masters,Black,Middle class,MD,South Atlantic
yes,Female,25-44,Masters,White,Middle class,Washington,Pacific
yes,Female,18-24,Middle school or less,White,Upper middle class,Ohio,East North Central
no,Female,45-60,Graduate,Black,Middle class,Georgia,South Atlantic
yes,Female,25-44,Graduate,White,Middle class,New York,Mid-Atlantic
yes,Male,25-44,Undergraduate,White,Middle class,Washington,Pacific
yes,Female,25-44,Highschool,White,Upper middle class,Florida,South Atlantic
yes,Female,61-70,Masters,White,Lower middle class/poor,Ohio,East North Central
yes,Male,61-70,Highschool,White,Upper middle class,Virginia,South Atlantic
yes,Female,45-60,Masters,White,Upper middle class,MN,West North Central
no,Female,>70,Undergraduate,White,Middle class,Indiana,East North Central
no,Female,61-70,Middle school or less,White,Middle class,PA,Mid-Atlantic
yes,Female,25-44,Highschool,White,Middle class,Massachusetts,New England
yes,Female,>70,Graduate,White,Upper middle class,New Mexico,Mountain
yes,Male,45-60,Middle school or less,White,Lower middle class/poor,Kentucky,East South Central
yes,Female,45-60,Graduate,White,Middle class,Pa,Mid-Atlantic
yes,Female,61-70,Middle school or less,White,Middle class,MA,New England
yes,Male,>70,Middle school or less,White,Middle class,Ohio,East North Central
yes,Female,25-44,Graduate,White,Upper middle class,Georgia,South Atlantic
yes,Female,25-44,Highschool,Asian,Lower middle class/poor,North Carolina,South Atlantic
yes,Male,61-70,Masters,White,Upper middle class,DC,South Atlantic
yes,Female,25-44,Highschool,White,Middle class,Virginia,South Atlantic
yes,Female,25-44,Middle school or less,White,Middle class,Colorado,Mountain
yes,Female,>70,Undergraduate,White,Upper middle class,North Carolina,South Atlantic
yes,Female,>70,Highschool,White,Upper middle class,Tennessee,East South Central
no,Female,45-60,Graduate,White,Upper middle class,CA,Pacific
yes,Male,61-70,Graduate,White,Upper middle class,Ca,Pacific
yes,Female,25-44,Graduate,White,Upper middle class,Ohio,East North Central
no,Male,>70,Highschool,White,Lower middle class/poor,az,Mountain
yes,Male,61-70,Masters,White,Upper middle class,New York,Mid-Atlantic
no,Female,25-44,Undergraduate,White,Lower middle class/poor,Iowa,West North Central
no,Male,25-44,Graduate,Hispanic,Upper middle class,MA,New England
yes,Male,>70,Undergraduate,White,Middle class,Kansas,West North Central
yes,Male,61-70,Graduate,White,Upper middle class,Minnesota,West North Central
yes,Female,45-60,Graduate,White,Upper middle class,NC,South Atlantic
yes,Female,25-44,Masters,White,Middle class,NC,South Atlantic
yes,Male,61-70,Highschool,White,Middle class,al,East South Central
yes,Male,>70,Graduate,White,Upper middle class,TN,East South Central
yes,Male,45-60,Masters,White,Middle class,California,Pacific
yes,Female,25-44,Masters,White,Upper middle class,California,Pacific
yes,Female,25-44,Highschool,White,Upper middle class,Wyoming,Mountain
yes,Female,25-44,Highschool,White,Upper middle class,Ohio,East North Central
yes,Female,61-70,Undergraduate,White,Middle class,Indiana,East North Central
no,Female,45-60,Graduate,White,Middle class,Illinois,East North Central
yes,Female,>70,Highschool,White,Middle class,Tennessean,East South Central
yes,Male,>70,Masters,White,Middle class,Tennessee,East South Central
yes,Female,61-70,Undergraduate,White,Middle class,Maryland,South Atlantic
yes,Female,>70,Graduate,White,Middle class,Mn,West North Central
yes,Female,45-60,Middle school or less,White,Lower middle class/poor,Kentucky,East South Central
yes,Female,25-44,Graduate,White,Middle class,Alaska,Pacific
yes,Male,61-70,Middle school or less,White,Middle class,Massachusetts,New England
no,Female,25-44,Masters,White,Upper middle class,PA,Mid-Atlantic
yes,Female,45-60,Middle school or less,White,Middle class,New York,Mid-Atlantic
yes,Female,>70,Undergraduate,White,Upper middle class,VA,South Atlantic
yes,Male,>70,Masters,White,Middle class,GA,South Atlantic
yes,Female,45-60,Undergraduate,Hispanic,Upper middle class,Illinois,East North Central
yes,Male,61-70,Undergraduate,White,Lower middle class/poor,Florida,South Atlantic
no,Female,45-60,Highschool,White,Lower middle class/poor,GA,South Atlantic
no,Female,18-24,Highschool,Other,Middle class,California,Pacific
no,Female,45-60,Highschool,White,Middle class,Minnesota,West North Central
no,Female,45-60,Undergraduate,White,Middle class,TX,West South Central
yes,Female,25-44,Graduate,White,Middle class,KS,West North Central
no,Female,45-60,Middle school or less,White,Middle class,NC,South Atlantic
yes,Male,25-44,Middle school or less,Hispanic,Middle class,California,Pacific
yes,Female,25-44,Highschool,Hispanic,Lower middle class/poor,California,Pacific
yes,Female,45-60,Highschool,Other,Middle class,NY,Mid-Atlantic
yes,Male,45-60,Highschool,Other,Lower middle class/poor,Ohio,East North Central
no,Female,18-24,Highschool,Black,Lower middle class/poor,Florida,South Atlantic
yes,Female,18-24,Highschool,White,Middle class,Tennessee,East South Central
yes,Female,45-60,Masters,Black,Middle class,Tennessee,East South Central
yes,Female,45-60,Masters,Hispanic,Middle class,Illinois,East North Central
yes,Female,45-60,Masters,White,Upper middle class,Pennsylvania,Mid-Atlantic
yes,Female,61-70,Undergraduate,White,Middle class,Wisconsin,East North Central
yes,Female,25-44,Undergraduate,Other,Lower middle class/poor,North Carolina,South Atlantic
yes,Female,45-60,Highschool,White,Middle class,New York,Mid-Atlantic
yes,Female,25-44,Graduate,Black,Middle class,Florida,South Atlantic
yes,Female,45-60,Undergraduate,White,Middle class,Tennessee,East South Central
yes,Female,45-60,Undergraduate,White,Middle class,Ohio,East North Central
yes,Female,25-44,Highschool,White,Middle class,Georgia,South Atlantic
no,Female,18-24,Middle school or less,White,Upper middle class,South Carolina,South Atlantic
yes,Female,25-44,Highschool,Other,Middle class,Tennessee,East South Central
no,Male,>70,Undergraduate,White,Middle class,California,Pacific
yes,Female,61-70,Undergraduate,White,Middle class,Tennessee,East South Central
yes,Female,25-44,Masters,White,Lower middle class/poor,Iowa,West North Central
yes,Female,45-60,Middle school or less,White,Middle class,New Mexico,Mountain
yes,Female,61-70,Highschool,White,Lower middle class/poor,North Carolina,South Atlantic
no,Male,61-70,Undergraduate,White,Middle class,Florida,South Atlantic
yes,Female,61-70,Graduate,White,Middle class,Maryland,South Atlantic
no,Female,25-44,Highschool,White,Middle class,Oregon,Pacific
yes,Female,>70,Graduate,White,Middle class,Ohio,East North Central
yes,Male,61-70,Graduate,White,Middle class,Michigan,East North Central
no,Male,25-44,Highschool,White,Middle class,Tennessee,East South Central
yes,Female,61-70,Graduate,White,Middle class,Ohio,East North Central
no,Female,61-70,Highschool,White,Middle class,California,Pacific
yes,Female,>70,Undergraduate,White,Middle class,Missouri,West North Central
yes,Female,45-60,Highschool,White,Upper middle class,South Carolina,South Atlantic
yes,Female,25-44,Undergraduate,White,Middle class,Minnesota,West North Central
yes,Female,18-24,Highschool,Asian,Middle class,Tennessee,East South Central
yes,Female,25-44,Masters,White,Upper middle class,Minnesota,West North Central
yes,Male,18-24,Highschool,White,Middle class,Alabama,East South Central
no,Female,45-60,Middle school or less,White,Middle class,South Carolina,South Atlantic
yes,Male,>70,Highschool,White,Middle class,Tennessee,East South Central
yes,Male,45-60,Highschool,White,Lower middle class/poor,Oregon,Pacific
yes,Female,61-70,Undergraduate,White,Middle class,Missouri,West North Central
yes,Female,>70,Highschool,White,Middle class,North Carolina,South Atlantic
yes,Female,25-44,Graduate,White,Upper middle class,Texas,West South Central
yes,Male,>70,Graduate,White,Upper middle class,California,Pacific
yes,Female,45-60,Undergraduate,White,Middle class,Florida,South Atlantic
yes,Female,45-60,Undergraduate,Asian,Middle class,Utah,Mountain
yes,Female,61-70,Highschool,Asian,Middle class,Pennsylvania,Mid-Atlantic
yes,Female,25-44,Graduate,White,Middle class,Missouri,West North Central
yes,Female,45-60,Masters,White,Upper middle class,Tennessee,East South Central
yes,Female,45-60,Graduate,White,Middle class,Nebraska,West North Central
yes,Female,25-44,Highschool,White,Middle class,California,Pacific
yes,Male,>70,Graduate,White,Middle class,Arizona,Mountain
yes,Female,25-44,Middle school or less,White,Middle class,Georgia,South Atlantic
yes,Female,18-24,Highschool,White,Lower middle class/poor,Arizona,Mountain
yes,Female,25-44,Highschool,Asian,Middle class,Nevada,Mountain
yes,Female,25-44,Graduate,White,Middle class,DC,South Atlantic
yes,Female,18-24,Highschool,White,Middle class,Illinois,East North Central
yes,Female,25-44,Middle school or less,White,Lower middle class/poor,Illinois,East North Central
no,Female,61-70,Undergraduate,White,Middle class,Pennsylvania,Mid-Atlantic
