,healthcare_worker,family_member_covid,family_member_covid_test,fam_mem_covid_dx,fm_mem_covid_hospitalized,covid_follow,covid_information_source___1,covid_information_source___2,covid_information_source___3,covid_information_source___4,covid_information_source___5,covid_information_source___6,covid_information_source___7,covid_information_source___8,covid_information_source___9,covid_information_source___10,confine,job,infection,food,death,hospital_access,covid_state,sd,ld,hw,fm,er,reopening,second_wave,number,state,belief,age,child,smoke,dm,immune,pregnant,hosp_rate,death_rate,incubation,corona,animal,screening,hand_wash,climate,sunlight,nasal_spray,hot_beverages,hand_sanitize,baby_wipes,covid_symptoms___1,covid_symptoms___2,covid_symptoms___3,covid_symptoms___4,covid_symptoms___5,vaccine_pcv_flu,mask_gloves___1,mask_gloves___2,social_distance_feet,isolation,corona_live,spread___1,spread___2,spread___3,spread___4,chloroquin,drug_trial,vaccine_trial,hospital,vent,administration,new_vaccine,new_medication,covid_vaccine,covid_vaccine_cause___1,covid_vaccine_cause___2,covid_vaccine_cause___3,covid_vaccine_cause___4,covid_vaccine_cause___5,flu_shot_y_n,Gender_string,your_age,your_education,your_race,financial_status,Census_region,Vaccine_Launch (PRE_POST)
2522,0.0,0.0,,,,6.0,0,1,0,0,0.0,0,0,0,0,0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,5.0,1.0,3.0,1.0,5.0,5.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1,1,1,1,0,0.0,0,1,1.0,1.0,1.0,0,1,1,1,0.0,5.0,5.0,5.0,4.0,3.0,1.0,4.0,0,1.0,0.0,0.0,0.0,0.0,1.0,Female,4.0,2.0,White,2.0,East North Central,Yes
2523,0.0,0.0,,,,6.0,1,0,0,0,0.0,0,0,0,0,0,3.0,3.0,4.0,,3.0,2.0,4.0,5.0,5.0,5.0,5.0,1.0,2.0,4.0,2.0,4.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1,1,1,1,1,1.0,0,1,1.0,1.0,1.0,0,1,1,1,0.5,3.0,3.0,5.0,2.0,2.0,2.0,4.0,1,1.0,0.0,0.0,0.0,0.0,1.0,Female,4.0,1.0,White,2.0,East South Central,Yes
2524,0.0,0.0,,,,3.0,1,0,0,1,1.0,0,1,1,1,0,3.0,1.0,4.0,2.0,5.0,2.0,3.0,5.0,4.0,5.0,5.0,2.0,5.0,1.0,2.0,4.0,5.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1,1,1,1,1,1.0,1,1,1.0,1.0,1.0,0,1,1,1,1.0,3.0,2.0,4.0,3.0,3.0,2.0,4.0,1,0.0,0.0,0.0,0.0,1.0,1.0,Male,4.0,3.0,White,1.0,South Atlantic,Yes
2525,0.0,0.0,,,,6.0,0,0,0,0,0.0,0,0,0,0,0,4.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,4.0,4.0,5.0,2.0,4.0,1.0,2.0,5.0,5.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1,1,1,0,1,1.0,1,0,1.0,1.0,0.0,1,1,1,0,0.5,5.0,5.0,4.0,3.0,4.0,4.0,4.0,0,1.0,1.0,1.0,0.0,0.0,0.0,Female,2.0,1.0,White,1.0,Pacific,Yes
2527,1.0,0.0,,,,5.0,1,1,1,1,0.0,0,0,0,0,0,5.0,1.0,2.0,2.0,4.0,2.0,3.0,5.0,5.0,5.0,5.0,3.0,2.0,2.0,2.0,4.0,5.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,1,1,1.0,1,1,1.0,1.0,1.0,1,1,1,1,1.0,2.0,2.0,3.0,3.0,1.0,2.0,4.0,1,1.0,0.0,0.0,0.0,0.0,1.0,Female,1.0,1.0,White,3.0,South Atlantic,Yes
2528,0.0,0.0,,,,4.0,1,1,1,1,0.0,0,1,0,0,0,3.0,2.0,3.0,1.0,2.0,1.0,3.0,5.0,5.0,5.0,5.0,4.0,4.0,2.0,1.0,5.0,5.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,1,1,1.0,1,1,1.0,1.0,1.0,0,1,1,1,1.0,4.0,4.0,4.0,3.0,2.0,2.0,4.0,1,1.0,0.0,0.0,0.0,0.0,1.0,Female,4.0,5.0,Black,2.0,South Atlantic,Yes
2529,1.0,1.0,1.0,1.0,0.0,5.0,1,1,0,1,1.0,0,0,0,1,0,5.0,2.0,4.0,3.0,5.0,1.0,4.0,5.0,5.0,5.0,5.0,1.0,5.0,1.0,1.0,5.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,1,1,1.0,1,1,1.0,1.0,0.0,0,1,1,1,0.0,2.0,1.0,5.0,4.0,1.0,1.0,3.0,1,1.0,0.0,0.0,0.0,0.0,1.0,Female,2.0,5.0,White,2.0,Pacific,Yes
2530,0.0,0.0,,,,2.0,1,1,1,1,0.0,0,0,1,0,0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,5.0,5.0,5.0,5.0,4.0,3.0,4.0,1.0,4.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1,1,1,1,1,1.0,1,1,1.0,1.0,1.0,1,1,1,1,0.0,2.0,1.0,5.0,4.0,5.0,1.0,3.0,1,1.0,0.0,0.0,0.0,1.0,1.0,Female,1.0,1.0,White,3.0,East North Central,Yes
2531,1.0,1.0,1.0,0.0,,2.0,0,0,0,0,0.0,0,0,0,0,0,2.0,3.0,3.0,2.0,3.0,3.0,3.0,4.0,4.0,5.0,5.0,2.0,2.0,2.0,1.0,5.0,5.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,1,1,1.0,1,1,1.0,1.0,0.0,1,1,1,1,0.0,4.0,4.0,5.0,4.0,1.0,1.0,2.0,0,1.0,0.0,0.0,0.0,0.0,1.0,Female,3.0,4.0,Black,2.0,South Atlantic,Yes
2532,0.0,0.0,,,,4.0,1,0,0,1,0.0,0,0,0,0,0,4.0,1.0,4.0,1.0,5.0,1.0,3.0,5.0,5.0,4.0,5.0,3.0,3.0,2.0,2.0,4.0,4.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,1,1,1.0,1,1,1.0,1.0,0.0,0,1,1,1,1.0,2.0,2.0,4.0,4.0,5.0,1.0,4.0,1,0.0,0.0,0.0,0.0,1.0,1.0,Female,2.0,4.0,White,2.0,Mid-Atlantic,Yes
2533,0.0,1.0,1.0,1.0,0.0,2.0,1,0,0,1,0.0,0,0,0,0,0,4.0,2.0,4.0,2.0,4.0,3.0,2.0,5.0,5.0,5.0,5.0,3.0,4.0,2.0,2.0,2.0,4.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1,1,1,1,0,1.0,1,0,1.0,1.0,1.0,1,1,0,1,0.5,2.0,2.0,4.0,4.0,2.0,1.0,4.0,1,0.0,0.0,0.0,0.0,1.0,1.0,Male,2.0,3.0,White,2.0,Pacific,Yes
2534,1.0,0.0,,,,4.0,0,1,0,1,0.0,0,0,1,1,1,2.0,3.0,4.0,2.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,2.0,3.0,5.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1,1,1,1,1,1.0,1,1,1.0,1.0,1.0,1,1,1,1,1.0,2.0,2.0,4.0,4.0,2.0,1.0,3.0,1,1.0,0.0,0.0,0.0,0.0,1.0,Female,2.0,2.0,White,3.0,South Atlantic,Yes
2536,0.0,1.0,,,,5.0,1,1,0,0,0.0,0,0,0,0,0,4.0,5.0,3.0,2.0,4.0,2.0,2.0,5.0,5.0,5.0,5.0,1.0,3.0,2.0,1.0,4.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1,1,1,1,0,1.0,1,1,1.0,1.0,1.0,0,1,1,1,1.0,1.0,1.0,4.0,4.0,4.0,1.0,4.0,1,0.0,0.0,0.0,0.0,1.0,1.0,Male,4.0,2.0,White,3.0,South Atlantic,Yes
2537,0.0,0.0,,,,5.0,1,1,0,0,1.0,0,1,0,1,0,4.0,4.0,3.0,2.0,2.0,1.0,3.0,5.0,4.0,5.0,5.0,3.0,3.0,2.0,4.0,5.0,5.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1,1,1,1,1,1.0,1,1,1.0,1.0,0.0,0,1,1,0,1.0,3.0,2.0,4.0,3.0,2.0,2.0,4.0,1,0.0,0.0,0.0,0.0,1.0,1.0,Female,3.0,5.0,White,3.0,West North Central,Yes
2538,1.0,1.0,1.0,1.0,0.0,2.0,1,1,0,0,1.0,0,0,1,0,0,3.0,1.0,5.0,2.0,5.0,2.0,2.0,4.0,2.0,4.0,1.0,3.0,1.0,5.0,4.0,3.0,3.0,1.0,,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,1.0,,1,1,1,1,1,1.0,1,1,1.0,1.0,0.0,0,1,1,1,0.0,3.0,5.0,4.0,4.0,4.0,1.0,2.0,0,1.0,1.0,0.0,0.0,0.0,0.0,Female,5.0,3.0,White,2.0,East North Central,Yes
2539,1.0,0.0,,,,5.0,1,0,1,1,0.0,0,1,0,1,0,5.0,5.0,5.0,3.0,5.0,1.0,3.0,3.0,3.0,5.0,3.0,1.0,2.0,3.0,5.0,3.0,5.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1,1,1,1,1,1.0,0,1,1.0,1.0,0.0,0,1,1,1,0.0,1.0,4.0,5.0,5.0,3.0,1.0,1.0,0,1.0,1.0,0.0,0.0,0.0,1.0,Female,4.0,1.0,White,2.0,Mid-Atlantic,Yes
2540,0.0,1.0,1.0,1.0,0.0,5.0,1,1,0,1,0.0,0,1,0,0,0,5.0,2.0,4.0,2.0,5.0,2.0,5.0,5.0,4.0,5.0,5.0,4.0,5.0,1.0,2.0,5.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,1,1,1.0,1,0,1.0,1.0,1.0,1,1,1,1,1.0,5.0,5.0,2.0,1.0,1.0,1.0,3.0,1,0.0,0.0,0.0,0.0,1.0,1.0,Female,2.0,2.0,White,2.0,New England,Yes
2541,0.0,0.0,,,,5.0,1,1,0,1,0.0,0,1,0,1,0,3.0,1.0,4.0,1.0,4.0,4.0,2.0,5.0,5.0,5.0,5.0,2.0,3.0,2.0,3.0,4.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1,1,1,1,0,1.0,1,1,1.0,1.0,1.0,1,1,1,0,1.0,2.0,2.0,5.0,4.0,2.0,1.0,3.0,1,0.0,0.0,0.0,0.0,1.0,1.0,Female,5.0,4.0,White,3.0,Mountain,Yes
2542,0.0,0.0,,,,5.0,1,0,1,1,0.0,0,1,0,0,0,4.0,3.0,5.0,3.0,5.0,4.0,4.0,5.0,5.0,5.0,5.0,1.0,5.0,1.0,1.0,5.0,5.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,1,1,1.0,1,1,1.0,1.0,1.0,1,1,1,0,1.0,2.0,2.0,5.0,3.0,5.0,2.0,4.0,1,1.0,0.0,0.0,0.0,0.0,0.0,Male,3.0,1.0,White,1.0,East South Central,Yes
2543,0.0,0.0,,,,6.0,1,1,1,0,0.0,0,0,0,0,0,4.0,1.0,5.0,4.0,5.0,1.0,4.0,5.0,5.0,5.0,5.0,2.0,1.0,1.0,1.0,4.0,5.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1,0,1,1,1,1.0,0,1,1.0,1.0,0.0,1,1,1,0,1.0,5.0,5.0,5.0,2.0,2.0,4.0,4.0,1,1.0,0.0,1.0,0.0,0.0,1.0,Female,3.0,4.0,White,2.0,Mid-Atlantic,Yes
2544,0.0,1.0,1.0,1.0,0.0,6.0,1,1,0,0,0.0,0,0,0,1,0,3.0,4.0,3.0,1.0,1.0,1.0,1.0,5.0,2.0,4.0,5.0,2.0,2.0,3.0,3.0,4.0,5.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,1,1,0.0,1,0,1.0,1.0,0.0,1,1,1,0,0.0,5.0,5.0,5.0,5.0,5.0,1.0,4.0,1,0.0,0.0,0.0,0.0,1.0,1.0,Female,4.0,1.0,White,2.0,New England,Yes
2545,0.0,0.0,,,,8.0,0,0,0,0,0.0,0,1,0,1,0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,3.0,5.0,2.0,4.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1,1,1,1,1,1.0,0,1,1.0,0.0,0.0,1,0,1,1,0.5,2.0,2.0,3.0,3.0,2.0,2.0,2.0,1,0.0,0.0,0.0,0.0,1.0,1.0,Male,5.0,1.0,White,2.0,East North Central,Yes
2546,0.0,0.0,,,,6.0,0,1,0,1,0.0,0,0,0,0,1,2.0,1.0,4.0,2.0,4.0,2.0,4.0,5.0,5.0,5.0,5.0,4.0,4.0,1.0,2.0,5.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,1,1,1.0,1,1,1.0,1.0,1.0,1,1,1,1,1.0,3.0,3.0,5.0,4.0,1.0,1.0,3.0,1,1.0,1.0,0.0,0.0,0.0,1.0,Female,2.0,4.0,White,3.0,South Atlantic,Yes
2547,0.0,1.0,1.0,1.0,0.0,4.0,1,1,0,0,0.0,0,1,1,0,0,5.0,1.0,4.0,1.0,3.0,1.0,3.0,5.0,5.0,5.0,5.0,1.0,5.0,1.0,2.0,4.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,1,1,1.0,1,1,1.0,1.0,1.0,1,1,1,1,1.0,3.0,3.0,5.0,5.0,4.0,1.0,3.0,1,0.0,0.0,0.0,0.0,1.0,1.0,Female,2.0,2.0,Asian,1.0,South Atlantic,Yes
2548,0.0,0.0,,,,4.0,0,0,0,0,0.0,0,1,1,0,0,2.0,2.0,4.0,2.0,1.0,1.0,3.0,5.0,5.0,4.0,5.0,4.0,5.0,1.0,1.0,4.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1,1,1,1,1,0.0,1,1,1.0,1.0,1.0,0,1,1,1,1.0,2.0,2.0,5.0,5.0,5.0,1.0,4.0,1,0.0,0.0,0.0,0.0,1.0,1.0,Male,4.0,5.0,White,3.0,South Atlantic,Yes
2549,0.0,0.0,,,,1.0,1,0,1,1,0.0,0,0,0,0,0,2.0,4.0,4.0,1.0,5.0,2.0,2.0,5.0,5.0,5.0,5.0,3.0,4.0,1.0,1.0,4.0,5.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1,1,1,1,1,1.0,1,1,1.0,1.0,1.0,0,1,1,0,1.0,3.0,3.0,5.0,4.0,2.0,1.0,3.0,1,0.0,0.0,0.0,0.0,1.0,1.0,Female,2.0,2.0,White,2.0,South Atlantic,Yes
2550,0.0,0.0,,,,5.0,1,0,0,1,1.0,0,1,1,1,1,4.0,1.0,4.0,1.0,5.0,1.0,4.0,5.0,5.0,5.0,5.0,2.0,5.0,1.0,2.0,4.0,4.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1,1,1,1,1,1.0,1,1,1.0,0.0,1.0,0,1,1,1,1.0,1.0,1.0,5.0,5.0,5.0,2.0,4.0,1,0.0,0.0,0.0,0.0,1.0,1.0,Female,2.0,1.0,White,2.0,Mountain,Yes
2552,0.0,0.0,,,,5.0,1,0,0,1,1.0,0,1,0,0,0,2.0,1.0,4.0,1.0,4.0,1.0,2.0,5.0,5.0,5.0,5.0,2.0,4.0,2.0,2.0,4.0,5.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1,1,1,1,1,1.0,0,1,1.0,1.0,0.0,1,1,1,1,1.0,2.0,2.0,5.0,4.0,4.0,1.0,,1,1.0,0.0,0.0,0.0,0.0,1.0,Female,5.0,3.0,White,3.0,South Atlantic,Yes
2553,0.0,0.0,,,,5.0,1,1,0,0,0.0,0,1,0,0,0,3.0,1.0,5.0,3.0,4.0,5.0,3.0,5.0,3.0,5.0,5.0,4.0,3.0,2.0,3.0,5.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1,1,1,1,1,1.0,1,1,1.0,1.0,0.0,0,1,1,1,0.0,1.0,1.0,5.0,3.0,3.0,1.0,3.0,1,0.0,0.0,0.0,0.0,1.0,1.0,Female,5.0,2.0,White,3.0,East South Central,Yes
2554,1.0,1.0,1.0,0.0,,6.0,0,1,0,0,0.0,0,1,0,0,1,3.0,2.0,1.0,1.0,4.0,1.0,3.0,3.0,1.0,3.0,1.0,5.0,1.0,3.0,1.0,5.0,5.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1,1,1,1,1,1.0,1,1,1.0,1.0,1.0,0,1,1,0,1.0,5.0,5.0,5.0,4.0,5.0,1.0,4.0,0,1.0,1.0,0.0,1.0,0.0,0.0,Female,3.0,4.0,White,3.0,Pacific,Yes
2555,0.0,0.0,,,,5.0,1,1,1,1,0.0,0,1,0,1,0,1.0,2.0,4.0,3.0,2.0,2.0,5.0,5.0,4.0,5.0,5.0,4.0,4.0,2.0,2.0,5.0,5.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,1,1,1.0,1,1,1.0,1.0,1.0,1,1,1,1,0.0,2.0,2.0,4.0,4.0,4.0,1.0,4.0,1,1.0,0.0,0.0,0.0,0.0,1.0,Male,4.0,4.0,White,3.0,Pacific,Yes
2556,0.0,1.0,1.0,1.0,0.0,5.0,1,0,0,0,1.0,0,1,0,0,0,3.0,4.0,4.0,4.0,2.0,1.0,4.0,5.0,5.0,5.0,5.0,4.0,2.0,3.0,3.0,4.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1,1,1,1,1,1.0,1,1,1.0,1.0,0.0,0,1,1,1,1.0,1.0,1.0,5.0,3.0,4.0,1.0,3.0,1,1.0,0.0,0.0,0.0,0.0,1.0,Female,2.0,4.0,White,3.0,East North Central,Yes
2557,0.0,1.0,1.0,1.0,0.0,,0,0,0,0,0.0,0,1,0,0,0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,4.0,2.0,4.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1,0,1,1,1,1.0,1,1,1.0,1.0,0.0,0,1,1,1,0.5,3.0,3.0,3.0,3.0,3.0,2.0,2.0,0,0.0,0.0,1.0,0.0,0.0,1.0,Male,5.0,2.0,White,1.0,Mountain,Yes
2558,0.0,0.0,,,,5.0,1,1,0,1,0.0,0,1,0,1,0,3.0,1.0,3.0,1.0,1.0,1.0,2.0,5.0,4.0,4.0,5.0,1.0,2.0,2.0,2.0,5.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,,0.0,1.0,,,,,1.0,,1,1,1,0,0,0.0,1,0,1.0,0.0,0.0,1,1,1,0,0.0,2.0,2.0,4.0,4.0,4.0,1.0,1.0,1,1.0,0.0,0.0,0.0,0.0,1.0,Male,4.0,5.0,White,3.0,Mid-Atlantic,Yes
2560,0.0,0.0,,,,6.0,0,0,0,1,1.0,0,1,0,1,0,3.0,3.0,4.0,2.0,4.0,1.0,4.0,5.0,5.0,5.0,5.0,3.0,4.0,2.0,1.0,5.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,1,1,1.0,1,1,1.0,1.0,1.0,1,1,1,1,1.0,4.0,4.0,5.0,3.0,1.0,1.0,4.0,0,1.0,0.0,0.0,0.0,0.0,1.0,Female,2.0,3.0,White,1.0,West North Central,Yes
2561,0.0,0.0,,,,6.0,0,0,0,0,0.0,1,0,0,0,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,4.0,4.0,5.0,2.0,1.0,2.0,1.0,2.0,5.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,1,1,1.0,1,1,1.0,1.0,1.0,1,1,1,1,1.0,4.0,4.0,5.0,5.0,5.0,1.0,1.0,0,1.0,0.0,0.0,0.0,0.0,0.0,Male,2.0,4.0,Hispanic,3.0,New England,Yes
2562,0.0,0.0,,,,4.0,1,0,0,0,0.0,0,1,0,0,0,4.0,1.0,3.0,1.0,2.0,1.0,4.0,4.0,2.0,4.0,3.0,3.0,1.0,4.0,5.0,4.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,1,1,1.0,1,1,1.0,1.0,0.0,1,1,1,1,0.0,2.0,2.0,3.0,4.0,3.0,1.0,3.0,1,1.0,0.0,0.0,0.0,0.0,1.0,Male,5.0,3.0,White,2.0,West North Central,Yes
2563,0.0,0.0,,,,5.0,0,0,1,1,0.0,0,0,1,0,0,5.0,4.0,4.0,4.0,2.0,2.0,3.0,4.0,4.0,4.0,4.0,2.0,2.0,1.0,2.0,4.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,1,1,1.0,1,1,1.0,1.0,1.0,1,1,1,1,0.0,1.0,1.0,5.0,5.0,3.0,2.0,2.0,1,1.0,0.0,0.0,1.0,1.0,1.0,Male,4.0,4.0,White,3.0,West North Central,Yes
2564,1.0,0.0,,,,,0,0,0,0,0.0,0,0,0,0,0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,5.0,2.0,5.0,4.0,3.0,1.0,3.0,5.0,3.0,4.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,,1,1,1,1,1,1.0,1,1,1.0,0.0,1.0,1,0,1,1,0.0,1.0,3.0,5.0,5.0,5.0,1.0,1.0,1,1.0,0.0,0.0,0.0,0.0,1.0,Female,3.0,4.0,White,3.0,South Atlantic,Yes
2565,0.0,0.0,,,,5.0,0,0,0,0,0.0,0,1,0,1,1,2.0,3.0,5.0,1.0,5.0,1.0,4.0,5.0,5.0,5.0,5.0,1.0,4.0,2.0,2.0,5.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,1,1,1.0,1,1,1.0,1.0,1.0,0,1,1,0,1.0,5.0,3.0,5.0,5.0,5.0,1.0,3.0,1,1.0,0.0,0.0,0.0,0.0,1.0,Female,2.0,5.0,White,2.0,South Atlantic,Yes
2566,0.0,0.0,,,,6.0,0,0,0,0,0.0,0,0,1,0,0,4.0,4.0,4.0,1.0,3.0,1.0,2.0,4.0,3.0,4.0,4.0,2.0,3.0,3.0,2.0,3.0,5.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1,0,1,1,0,1.0,1,1,1.0,1.0,0.0,0,1,1,1,0.5,1.0,1.0,4.0,4.0,4.0,1.0,4.0,1,1.0,0.0,0.0,0.0,0.0,1.0,Male,4.0,2.0,White,2.0,East South Central,Yes
2567,0.0,0.0,,,,2.0,1,0,0,0,0.0,0,0,0,0,0,3.0,2.0,4.0,2.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,2.0,4.0,1.0,2.0,5.0,5.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1,1,1,1,1,1.0,1,1,1.0,1.0,1.0,0,1,1,0,1.0,5.0,3.0,4.0,3.0,1.0,1.0,3.0,1,1.0,0.0,0.0,0.0,0.0,1.0,Male,5.0,4.0,White,3.0,East South Central,Yes
2568,0.0,0.0,,,,4.0,0,0,0,0,0.0,0,1,0,0,0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,4.0,4.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1,1,1,1,0,1.0,1,1,1.0,1.0,0.0,1,1,1,1,1.0,1.0,1.0,5.0,3.0,5.0,1.0,1.0,1,1.0,0.0,0.0,0.0,0.0,1.0,Male,3.0,5.0,White,2.0,Pacific,Yes
